Survived,Pclass,Sex,Age,Fare,Age_null,has_cabin,fam_size_medium,fam_size_large,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare
0,3,0,0.525,2.2411563979973974,0,0,1,0,0,1,0,1,0,0
1,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
0,2,1,0.3,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
0,3,0,0.35,2.3513752571634776,0,0,0,0,0,1,0,1,0,0
0,3,0,0.1655128374513521,4.256321678298823,1,0,0,1,0,1,0,1,0,0
0,3,0,0.425,2.0143428636837015,0,0,0,0,0,1,0,1,0,0
0,3,0,0.56875,2.1071782966514356,0,0,0,0,0,0,0,1,0,0
1,3,0,0.225,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,1,0.025,2.4390808375825834,0,1,1,0,0,1,1,0,0,0
0,3,0,0.4,2.8243506567983707,0,0,1,0,0,1,0,1,0,0
1,3,0,0.325,2.9850504252071306,0,0,0,0,0,0,0,1,0,0
1,3,1,0.2,2.169053700369523,0,0,0,0,1,0,1,0,0,0
1,1,0,0.5,3.4657359027997265,0,1,0,0,0,0,0,1,0,0
0,3,0,0.3,2.085672091430472,0,0,0,0,0,1,0,1,0,0
1,2,1,0.4375,3.091042453358316,0,0,0,0,0,1,1,0,0,0
0,3,0,0.275,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
0,2,0,0.375,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,0,0.34438818789548764,2.169053700369523,1,0,1,0,1,0,0,1,0,0
1,1,1,0.3875,4.738607824217808,0,1,1,0,0,0,1,0,0,0
1,3,1,0.3375,2.188856327665703,0,0,0,0,0,1,1,0,0,0
0,2,0,0.525,3.332204510175204,0,0,1,0,0,1,0,1,0,0
1,1,1,0.4,4.347586575960343,0,1,0,0,0,0,1,0,0,0
0,2,0,0.375,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
1,3,0,0.2,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,2,0,0.3375,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,0,0.6375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
1,1,0,0.475,4.51085950651685,0,1,1,0,0,1,0,1,0,0
0,3,0,0.275,2.336986519711378,0,0,0,0,0,1,0,1,0,0
1,2,0,0.2375,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,3,0,0.25625,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
0,2,0,0.225,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,3,1,0.15491437353525744,3.275887339030031,1,0,0,1,0,1,1,0,0,0
1,1,1,0.4375,4.436455632600354,0,1,1,0,0,1,0,0,1,0
0,3,0,0.3625,2.1719067693519296,0,0,0,0,0,1,0,1,0,0
0,2,0,0.7375,2.6741486494265287,0,0,0,0,0,1,0,1,0,0
1,3,1,0.0625,3.4777725458882283,0,0,0,1,0,1,1,0,0,0
0,2,0,0.3,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,3,1,0.2324233602776029,2.145931282948669,1,0,0,0,0,1,1,0,0,0
0,2,0,0.55,3.295836866004329,0,0,1,0,0,1,0,1,0,0
1,2,1,0.1,3.305053521109253,0,0,1,0,0,1,1,0,0,0
0,2,0,0.2375,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,2,0,0.4125,2.5858825671280026,0,0,0,0,0,1,0,1,0,0
0,3,1,0.2085659833181582,2.737880811060884,1,0,1,0,0,0,1,0,0,0
1,3,1,0.2085659833181582,2.803360380906535,1,0,1,0,1,0,1,0,0,0
0,2,0,0.3625,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,3,0,0.275,2.094945728215801,0,0,0,0,0,1,0,1,0,0
0,3,0,0.375,2.1071782966514356,0,0,0,0,0,0,0,1,0,0
0,1,0,0.55,4.51085950651685,0,1,1,0,1,0,0,0,0,1
0,3,1,0.3125,2.1719067693519296,0,0,0,0,0,1,1,0,0,0
1,2,1,0.3,2.740840023925201,0,0,1,0,0,1,0,0,1,0
1,1,0,0.4625,3.9806942251907276,0,1,1,0,0,1,0,1,0,0
0,2,0,0.675,3.295836866004329,0,0,1,0,0,1,0,0,0,1
0,3,0,0.3682455648549323,2.1102132003465894,1,0,0,0,0,1,0,1,0,0
0,3,1,0.3625,2.4390808375825834,0,1,1,0,0,1,0,0,1,0
0,1,0,0.775,3.3160025355989236,0,1,0,0,0,1,0,1,0,0
0,3,0,0.375,2.8390784635086144,0,0,1,0,0,1,0,1,0,0
0,3,1,0.5125,3.0545906305603445,0,0,1,0,0,1,0,0,1,0
1,3,1,0.3625,2.7878344138303452,0,0,1,0,0,0,0,0,1,0
1,1,1,0.537037830517869,4.384523514872469,1,0,0,0,0,0,0,0,1,0
1,1,1,0.375,4.471638793363569,0,1,0,0,0,1,1,0,0,0
1,1,1,0.4375,6.240917354759096,0,0,0,0,0,0,1,0,0,0
1,2,1,0.625,3.295836866004329,0,0,1,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.169053700369523,1,0,0,0,1,0,0,1,0,0
1,3,0,0.0375,3.4777725458882283,0,0,0,1,0,1,0,0,0,0
0,1,0,0.65,4.390118804571218,0,1,1,0,0,1,0,1,0,0
0,1,0,0.5,0.0,0,1,0,0,0,1,0,1,0,0
0,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
0,2,0,0.45,2.4423470353692043,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2,3.705920919968788,0,0,0,1,0,1,0,1,0,0
1,3,0,0.3125,2.1719067693519296,0,0,1,0,0,1,0,1,0,0
1,1,1,0.725,5.039951348430309,0,1,1,0,0,1,0,0,1,0
1,1,1,0.4375,4.91730069488021,0,1,0,0,0,1,1,0,0,0
0,1,0,0.5056433425932053,3.4657359027997265,1,0,0,0,0,1,0,1,0,0
1,3,0,0.3125,0.0,0,0,0,0,0,1,0,1,0,0
1,2,1,0.5125,3.0204248861443626,0,0,1,0,0,1,0,0,1,0
0,1,0,0.4625,3.4242626545931514,0,1,1,0,0,0,0,1,0,0
1,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
1,1,1,0.7875,4.368919865004903,0,1,1,0,0,1,1,0,0,0
0,3,1,0.5625,2.169053700369523,0,0,0,0,0,1,1,0,0,0
0,2,0,0.4369444537240688,0.0,1,0,0,0,0,1,0,1,0,0
0,3,0,0.0875,3.405355391810819,0,0,0,1,1,0,0,0,0,0
1,3,1,0.4375,3.056356895370426,0,0,1,0,0,1,0,0,1,0
0,3,0,0.8125,2.169053700369523,0,0,0,0,1,0,0,1,0,0
0,3,0,0.35,2.180891922715322,0,0,0,0,0,1,0,1,0,0
0,3,0,0.2,2.3513752571634776,0,0,0,0,0,1,0,1,0,0
1,3,0,0.2375,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5056433425932053,3.295836866004329,1,1,0,0,0,1,0,1,0,0
0,3,0,0.4125,2.2682524139135403,0,0,0,0,0,0,0,1,0,0
1,3,0,0.375,2.3513752571634776,0,0,0,0,0,1,0,1,0,0
0,3,0,0.275,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
1,2,0,0.525,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
1,3,1,0.275,2.169053700369523,0,0,0,0,1,0,1,0,0,0
1,1,1,0.325,4.380149874661021,0,0,0,0,0,1,1,0,0,0
1,1,1,0.2375,4.5226490762785785,0,1,1,0,0,0,0,0,1,0
0,2,0,0.45,2.630088659632498,0,1,0,0,0,0,0,1,0,0
0,3,1,0.3,2.2874714551839976,0,0,0,0,0,1,1,0,0,0
0,3,0,0.3,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5056433425932053,3.357621598945279,1,0,0,0,0,0,0,1,0,0
0,3,0,0.29375,2.1076888046179385,0,0,0,0,0,0,0,1,0,0
0,1,1,0.025,5.027492411162679,0,1,1,0,0,1,1,0,0,0
1,1,0,0.5056433425932053,3.449987545831587,1,1,0,0,0,1,0,1,0,0
1,1,1,0.625,5.515526544247129,0,1,1,0,0,0,0,0,1,0
1,3,1,0.2324233602776029,2.169053700369523,1,0,0,0,1,0,1,0,0,0
1,3,0,0.32053081093604296,3.188416617383492,1,0,1,0,1,0,0,1,0,0
0,3,0,0.2375,0.0,0,0,0,0,0,1,0,1,0,0
1,2,1,0.3011222491467394,2.5915163848462583,1,1,0,0,1,0,1,0,0,0
0,3,0,0.3682455648549323,2.2027647577118348,1,0,0,0,0,1,0,1,0,0
1,1,0,0.0115,5.027492411162679,0,1,1,0,0,1,0,0,0,0
1,1,1,0.3698211380158759,4.717456363787216,1,0,0,0,0,0,1,0,0,0
1,1,1,0.2125,4.699570861409576,0,1,1,0,0,0,0,0,1,0
0,2,0,0.375,3.2188758248682006,0,0,1,0,0,0,0,1,0,0
1,1,1,0.375,4.0592215752427645,0,1,0,0,0,0,1,0,0,0
1,1,1,0.3,4.432699549165613,0,1,0,0,0,0,1,0,0,0
1,1,1,0.225,5.5735788721243535,0,1,0,1,0,0,1,0,0,0
0,2,1,0.325,3.295836866004329,0,0,1,0,0,1,0,0,1,0
0,3,0,0.35,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
0,2,0,0.5375,3.305053521109253,0,0,1,0,0,1,0,1,0,0
1,3,1,0.325,2.180891922715322,0,0,0,0,0,1,1,0,0,0
1,2,1,0.3,3.295836866004329,0,0,1,0,0,1,0,0,1,0
0,2,0,0.675,2.70805020110221,0,0,0,0,0,1,0,0,0,1
1,1,1,0.3875,5.11118445372147,0,1,1,0,0,1,1,0,0,0
1,1,1,0.5,4.908971640319756,0,1,1,0,0,0,0,0,1,0
0,3,0,0.275,2.1102132003465894,0,0,0,0,0,1,0,1,0,0
0,3,0,0.3375,2.1855792552411137,0,0,0,0,0,1,0,1,0,0
1,2,1,0.375,2.5915163848462583,0,0,0,0,1,0,1,0,0,0
1,2,1,0.275,3.4011973816621555,0,0,1,0,0,1,0,0,1,0
0,3,0,0.1655128374513521,4.256321678298823,1,0,0,1,0,1,0,1,0,0
1,1,1,0.45,4.91730069488021,0,1,0,0,0,0,1,0,0,0
0,3,0,0.7625,1.9792758428991135,0,0,0,0,0,1,0,1,0,0
1,2,1,0.45,2.6390573296152584,0,1,0,0,0,1,0,0,1,0
1,3,1,0.3875,3.0692150503137943,0,0,1,0,0,1,0,0,1,0
1,1,1,0.2,4.077184839375167,0,1,1,0,0,0,1,0,0,0
1,3,1,0.18470860635871356,3.188416617383492,1,0,1,0,1,0,1,0,0,0
0,1,0,0.56875,3.3843902633457743,0,1,0,0,0,1,0,1,0,0
0,1,0,0.475,5.039951348430309,0,1,1,0,0,1,0,1,0,0
0,3,0,0.2,2.9444389791664403,0,0,1,0,0,1,0,1,0,0
1,1,1,0.5131804535584243,4.902678819257608,1,0,1,0,0,1,0,0,1,0
0,3,0,0.3682455648549323,2.1855792552411137,1,0,0,0,0,1,0,1,0,0
0,1,0,0.3625,4.213607983048918,0,1,1,0,0,1,0,1,0,0
1,1,1,0.5125,4.908971640319756,0,1,0,0,0,0,1,0,0,0
1,3,0,0.5625,2.2027647577118348,0,0,0,0,0,1,0,1,0,0
0,1,0,0.5625,3.597312260588446,0,1,0,0,0,1,0,1,0,0
1,2,0,0.025,3.295836866004329,0,1,1,0,0,1,0,0,0,0
1,1,1,0.3,5.575949103146316,0,1,0,1,0,1,1,0,0,0
0,2,0,0.35,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,2,0,0.3125,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
0,2,0,0.45,2.6390573296152584,0,0,0,0,0,1,0,1,0,0
1,2,1,0.3,2.6390573296152584,0,1,0,0,0,1,1,0,0,0
1,2,1,0.5,2.6390573296152584,0,0,0,0,0,1,1,0,0,0
1,3,1,0.3757826758201513,2.8390784635086144,1,0,1,0,0,1,0,0,1,0
